5.215891647338867188e+01,8.300000000000000000e+01
5.163699722290039062e+01,1.900000000000000000e+01
4.385764694213867188e+01,5.100000000000000000e+01
1.183657264709472656e+01,2.500000000000000000e+01
5.798750305175781250e+01,3.700000000000000000e+01
6.924752807617187500e+01,3.000000000000000000e+01
3.062533760070800781e+01,5.100000000000000000e+01
4.023805618286132812e+01,9.800000000000000000e+01
4.016781616210937500e+01,6.400000000000000000e+01
5.407440567016601562e+01,5.100000000000000000e+01
6.830147552490234375e+01,5.100000000000000000e+01
3.556513595581054688e+01,3.100000000000000000e+01
5.621562957763671875e+01,2.000000000000000000e+00
4.799260330200195312e+01,7.500000000000000000e+01
5.248003005981445312e+01,9.700000000000000000e+01
5.600790023803710938e+01,6.300000000000000000e+01
5.573764038085937500e+01,5.900000000000000000e+01
4.274866867065429688e+01,9.000000000000000000e+01
2.965006065368652344e+01,1.700000000000000000e+01
4.529405975341796875e+01,4.400000000000000000e+01
4.080068588256835938e+01,3.600000000000000000e+01
5.081856155395507812e+01,2.400000000000000000e+01
7.743901062011718750e+01,5.500000000000000000e+01
5.687322616577148438e+01,9.400000000000000000e+01
5.345886230468750000e+01,4.000000000000000000e+01
5.237317657470703125e+01,1.300000000000000000e+01
5.618050384521484375e+01,6.600000000000000000e+01
3.592509841918945312e+01,7.600000000000000000e+01
5.979766845703125000e+01,6.800000000000000000e+01
5.027245712280273438e+01,6.400000000000000000e+01
5.009067916870117188e+01,8.000000000000000000e+00
4.484177780151367188e+01,6.000000000000000000e+00
5.706794738769531250e+01,6.000000000000000000e+00
5.404439163208007812e+01,2.200000000000000000e+01
4.283044052124023438e+01,3.000000000000000000e+00
4.278939819335937500e+01,0.000000000000000000e+00
6.331336975097656250e+01,4.900000000000000000e+01
1.683260726928710938e+01,5.500000000000000000e+01
5.861831665039062500e+01,2.600000000000000000e+01
5.203236389160156250e+01,3.000000000000000000e+01
7.542177581787109375e+01,2.900000000000000000e+01
4.390787124633789062e+01,4.600000000000000000e+01
4.981236267089843750e+01,1.000000000000000000e+01
3.596891021728515625e+01,6.800000000000000000e+01
4.518809127807617188e+01,5.200000000000000000e+01
4.663911056518554688e+01,2.300000000000000000e+01
4.036251449584960938e+01,7.900000000000000000e+01
6.394923019409179688e+01,6.100000000000000000e+01
5.240929412841796875e+01,8.100000000000000000e+01
4.289122009277343750e+01,4.800000000000000000e+01
4.798061370849609375e+01,4.700000000000000000e+01
7.052815246582031250e+01,5.000000000000000000e+00
4.637839126586914062e+01,9.200000000000000000e+01
5.744701004028320312e+01,7.600000000000000000e+01
5.077458190917968750e+01,8.600000000000000000e+01
2.033929061889648438e+01,3.700000000000000000e+01
4.857258987426757812e+01,8.600000000000000000e+01
4.435134124755859375e+01,7.000000000000000000e+00
5.415764999389648438e+01,5.500000000000000000e+01
4.267834854125976562e+01,4.400000000000000000e+01
6.059346771240234375e+01,6.900000000000000000e+01
6.312984085083007812e+01,5.200000000000000000e+01
5.911861419677734375e+01,9.700000000000000000e+01
4.297163009643554688e+01,5.700000000000000000e+01
2.417912101745605469e+01,6.200000000000000000e+01
4.575635528564453125e+01,5.000000000000000000e+01
5.579294586181640625e+01,8.600000000000000000e+01
3.493995285034179688e+01,5.700000000000000000e+01
3.866133880615234375e+01,5.300000000000000000e+01
5.437197875976562500e+01,8.200000000000000000e+01
3.537112808227539062e+01,2.700000000000000000e+01
5.037962722778320312e+01,7.000000000000000000e+01
4.679579925537109375e+01,8.000000000000000000e+01
2.900730895996093750e+01,2.000000000000000000e+01
3.392614746093750000e+01,5.300000000000000000e+01
3.254018783569335938e+01,1.300000000000000000e+01
6.097336196899414062e+01,6.600000000000000000e+01
3.511611557006835938e+01,1.400000000000000000e+01
4.126797866821289062e+01,7.000000000000000000e+01
4.115928649902343750e+01,1.100000000000000000e+01
5.368665313720703125e+01,9.300000000000000000e+01
3.239659881591796875e+01,2.100000000000000000e+01
3.783358383178710938e+01,5.000000000000000000e+00
3.147052574157714844e+01,5.400000000000000000e+01
4.272752761840820312e+01,1.100000000000000000e+01
3.793391799926757812e+01,3.000000000000000000e+00
3.822164535522460938e+01,2.300000000000000000e+01
3.062710952758789062e+01,6.900000000000000000e+01
4.429496765136718750e+01,0.000000000000000000e+00
6.566085052490234375e+01,9.300000000000000000e+01
4.520989990234375000e+01,4.800000000000000000e+01
5.575631332397460938e+01,9.400000000000000000e+01
4.303873443603515625e+01,9.600000000000000000e+01
5.273165130615234375e+01,3.900000000000000000e+01
4.503779983520507812e+01,1.200000000000000000e+01
3.263256835937500000e+01,7.000000000000000000e+01
5.190702819824218750e+01,3.000000000000000000e+01
5.573025131225585938e+01,2.900000000000000000e+01
5.762403106689453125e+01,8.900000000000000000e+01
4.410065841674804688e+01,2.400000000000000000e+01
4.599213027954101562e+01,4.800000000000000000e+01
4.319078063964843750e+01,9.200000000000000000e+01
4.570285797119140625e+01,5.000000000000000000e+00
